,uid,scenario,label
1007,26980,freezing my guests,-1
1008,26981,not going to my friend's birthday party cause of the dress code,-1
1009,26979,being mad at my mom for getting a dog,-1
1010,26982,being short with the company director of the chain restaurant I work at,-1
1011,26978,going off on my boss/father for now knowing english after living in the us for ~20 years,-1
1012,26983,wanting my girlfriend to walk around the back of the car when I drop her off places,-1
1013,26984,being rude to my girlfriend's mother,-1
1014,26977,not going to friend of 10+ years' wedding,-1
1015,28871,"I dipped my bullying roommates' toothbrushes in the toilet then placed them back in place, among other revenges.",-1
1016,28873,Not a confession but I have a weird obsession with men from the military. I want to date a man in uniform.,0
1017,28874,I deeply hate Ed Sheeran's music because my boyfriend saw him live with a girl I absolutely hate and who makes me uncomfortable,-1
1018,28869,I Think Its High Time We Bring Back The Word “NlGGER” In Polite Society,-1
1019,28888,I sell my wife to other men... and enjoy it.,-1
1020,28893,"I lost my trust for women, and don't even want to try anymore, because of the abusive manner in which my ex-wife treated me; yet I yearn for a woman to show me that it's okay to love again.",-1
1021,28884,I want to be in a coma so that someone can regulate my eating,-1
1022,28898,"If a candidate has anti Israel views or is someone Jews don't like, I vote for them regardless of my political views",-1
1023,28911,I find that rubbing my forehead even when I'm not stressed is comforting. I feel like no one else does this. It just feels really good-- like getting out a sneeze.,0
1024,28909,I don’t care that Stan Lee has died,-1
1025,28903,I'm transphobic about myself and support politics that actively tries to hurt me,0
1026,28906,I think the death sentence should be enforced in the UK,-1
1027,28902,I type with three fingers on each hand,0
1028,28913,I hate that my family doesn’t respect my reasonable request.,-1
1029,28908,I lied to my parents,-1
1030,28910,I spied and recorded my roommate in the shower and he does not know,-1
1031,27015,calling this girl a gold digger,-1
1032,27020,habitually confronting abusive parents public,-1
1033,27021,getting mad at my boyfriend for calling me a nickname that he doesn't know is offensive,-1
1034,27022,eating something in front of my friends in the wrong way,-1
1035,27017,asking a girl at a concert to sit down,-1
1036,27014,telling my coworker that his breath was bad,-1
1037,27019,arguing with my teacher,-1
1038,27016,not wanting to drive with my mom while Im getting my licence because I think she's the worst when it comes to this,-1
1039,28915,I'm terrified of starting my life.,-1
1040,28922,I'm a 29 year old politically outspoken female who just voted for the first time.,0
1041,28924,I've ghosted everyone who invited me over to watch the Super Bowl because I don't want to break my diet.,-1
1042,28921,I think my counselor liked me,0
1043,28916,This drug makes me happy,-1
1044,28917,"I had this friend in high school, but only because he asked my phone number and I was too polite to know how to say no. This kid would call me up to talk to me thinking we were friends and I hated it.",1
1045,28920,"I’m 15 and trans, and I despise the far left and the far right",0
1046,28928,I think America is headed for disaster.,-1
1047,28926,I swing my cat by the tail for ? Minutes at a time every day and once I'm done I let go and he goes flying. Lol,-1
1048,28927,I have an underlying feeling whenever i deal with people that i don't deserve their respect,0
1049,28930,I hate muscle women,-1
1050,28925,I Think the Republican Party Should Be Banned,-1
1051,28932,"Not very extreme, but I destroyed my dorm room's toilet.",-1
1052,28931,Losing it on my dog,0
1053,28934,I hate Christmas now when it used to be my fav time of year. It’s cause my mums crazy with it,-1
1054,28935,I realized I’m actually an extremely weird and creepy person sometimes,-1
1055,28938,"As a Prank, I Came On A Public Toilet Seat",-1
1056,28936,I’m planning to use tupperbot to stage fake conversations between me and my comfort characters in a private discord server for me only,-1
1057,28939,I am an athiest in a Christian family.,-1
1058,28933,Yesterday I wanted to look in her drawer,-1
1059,28940,got a job that my foster parents don't want me to have,-1
1060,27038,(potentially) calling out a 17 year old for being kinda obsessed with a 13 year old,-1
1061,27035,humiliating a girl for cheating on a kid with cancer,-1
1062,27033,reading my younger sisters messages/texts? she always complains that I don't care about her privacy but I found out something dangerous,-1
1063,27034,talking to my ex-boyfriend against his mom's wishes,-1
1064,27036,hating my best friends boyfriend,-1
1065,27039,telling a lady she can't bring her kid to gym,-1
1066,27037,being a cuck,-1
1067,28950,I stole my mom's money. Now I'm feeling so messed up. I'm such a bad person.,-1
1068,28947,My girlfriend’s friend likes me,0
1069,28951,Right-wing politics have ruined me,0
1070,28954,Holohoax Memorial Day Shouldn’t Even Be a thing,-1
1071,28943,I once got warned for pinging the entire admin team in a discord server.,-1
1072,28949,I secretly encourage my tween daughter to dress and act slutty because I want to live vicariously through her experiences.,-1
1073,28948,I've lost all respect for my Girlfriend.,-1
1074,27052,needing frequent validation,-1
1075,27053,telling my adopted coworker they were a mistake,-1
1076,27054,telling my friend that I can't be friends with her anymore because she's somewhat suicidal,-1
1077,27051,wearing a cowboy hat to a concert,-1
1078,27056,(reluctantly) asking to take my brother to formal,-1
1079,27059,being upset boyfriend goes drinking and clubbing after I'm back from a long trip instead of coming to see me,-1
1080,27058,telling my parents that I didn't care about their opinion,-1
1081,27057,not wanting to go to prom if my boyfriend doesn't dress formal,-1
1082,28978,"Cheating, Lying, Stealing: A Trio of Confessions",-1
1083,28974,I don't even know if this counts as molestation?,-1
1084,28981,I’m so polite to the point where today I said thank you to a door that opens automatically!,1
1085,28988,"I lived in china for 3 years, yet I still have no idea how to use chopsticks",0
1086,28986,I harrassed my ex girlfriend on social media,-1
1087,28984,I am really worried and stressed because of my baby sister. She is a rebellious teenager.,-1
1088,28990,"Sоrrу tо intеrruрt, but",-1
1089,28989,"I Hate Drump, But I am Happy He Ousted That NlGGER 0bama",-1
1090,28985,My moms guacamole genuinely makes me happiest person on earth,1
1091,28982,I just doomed my family,-1
1092,27070,breaking up with my girlfriend of 10 months,-1
1093,27069,spending time with my friend's ex,-1
1094,27068,calling my girlfriend a stalker,-1
1095,27077,cussing out my Gym staff over the phone,-1
1096,29005,"If a mail carrier doesn't deliver something I paid for and makes me pick it up from one of their stores, I automatically request a refund on that item.",-1
1097,29002,"Whenever I walk into a room, I always put on a seemingly genuine smile...it puts everyone at ease and I receive mostly positive reactions.",1
1098,29008,"I am a bad person, but am I really that bad?",-1
1099,29003,Completely out of character one night stand.,0
1100,29006,I go into the work bathroom to take little 10 to 20 minute power naps when I'm falling asleep on the desk,-1
1101,29007,Sometimes I sniff and lick my friend in his sleep,-1
1102,29004,My son's prank just crossed the line.,0
1103,27093,accidentally seeing my girlfriend shaving her face,0
1104,27090,dropping a c-bomb on my parents,-1
1105,27095,restricting my daughter's computer use,-1
1106,27094,calling my sister's ex (who used her as a beard) an asshole,-1
1107,27089,not wanting one of the captains on my team to be a captain again next year,0
1108,29038,My Grievances with SJWs and Anti-SJWs: A List,0
1109,29033,A feminst wants me dead,0
1110,29034,I flipped off an old woman with dementia to her face while she was gardening,-1
1111,29035,"I sleep facing a wall instead of my door, I’d rather not see my demons than face them",-1
1112,29029,I think that all righties should be put on terror watchlists.,-1
1113,29030,"I've forgotten like 98% of everything I've learned in my 12 years of school, and I know nothing about politics, current events and world news but I'm no longer ashamed or embarrassed about it.",0
1114,29037,I hate my husband very deeply and I'm tired of his flakiness.,-1
1115,29045,I’m a grown 36 year old man and I’ve found comfort in hugging a soft toy alligator on the sofa in the evenings.,-1
1116,29039,I talk to myself,0
1117,29040,I got into trouble for calling a TA in one of my classes a “boy”,-1
1118,29043,I brutally shut my ex down and I feel conflicted,-1
1119,29044,I don't believe gender exists.,0
1120,29042,People who claim my posts are trolling are just trying to bait me into getting angery.,-1
1121,29041,I’ll never forget what you did to me.,-1
1122,27124,not accepting GF's religious beliefs,-1
1123,27117,killing my sister's pet mouse,-1
1124,27121,giving my father attitude/being upset with him,-1
1125,27125,pursuing my friend even after she's said no,-1
1126,27120,yelling at a mentally disabled kid,-1
1127,27116,"getting mad at my parents for being really strict, even if I live a pretty good life",-1
1128,27122,sleeping with my friends wife,-1
1129,27113,being strict with my so about our budget,1
1130,29048,I hate overly nice customer service,-1
1131,29049,I can't take it anymore,-1
1132,29053,I’m a straight 32M who loves to receive prostate massages from girls,-1
1133,29051,I relapsed after 2 months,-1
1134,29047,I love reading about the chaos of current European politics,-1
1135,29054,I’m sick of being politically correct,-1
1136,29052,I hate classical liberals.,-1
1137,29050,So I’m a guy that wore a Victoria secret thong all day under my sweatpants and here is my experience:,-1
1138,27133,allowing my dog to play with the stuffed animal my ex-boyfriend gave to me,1
1139,27127,not respecting my gf's mothers boyfriend,-1
1140,27129,asking for nudes when she said she was ok with it,0
1141,27134,teasing my bestfriend of 7 years,-1
1142,27126,making excuses to not borrow my friend money,-1
1143,27131,being upset at my mom for stealing food from Uber Eats,-1
1144,27151,addressing my GF's compalont and change my behavior toward her,-1
1145,27149,saying that my nanny is a motor mouth,-1
1146,27147,being mad at my grandparents,-1
1147,27145,telling my uncle-in-law he needed to leave Thanksgiving dinner when he wouldn't stop attacking people politically,-1
1148,27148,trying to break into my neighbours yard,-1
1149,27146,inconveniencing my friends,-1
1150,27144,being annoyed when wife is chewing loud af,-1
1151,29089,I love my mom because she respects my privacy.,1
1152,29094,"I know i have friends, but i dont treat them as one",-1
1153,29107,I'm feeling really obsessed,-1
1154,29103,I used to fake taking showers when I was young,-1
1155,29099,I’ve had lice for the past 7 years and I don’t know what to do anymore,-1
1156,29106,Since leaving my ex I have been taking risks and putting my life in danger to feel alive,-1
1157,29100,I like to fold the toilet papers before I use them. I don’t like to just grab and crumb the papers before using them. Hope I’m not the only one who does that.,-1
1158,29127,I flip over test at the beginning to make everyone else not notice that I finished the first page first,0
1159,29129,Any time someone is upset with me I become a cranky and depressed little gremlin,-1
1160,29125,I'm an awkward idiot who should not text,-1
1161,29133,Am I jealous of my friend's social interactions?,-1
1162,29131,I steal other people’s carts at stores.,-1
1163,27203,being nice,1
1164,27204,stretching out and napping,0
1165,27196,getting into a heated political discussion with a friend,-1
1166,27195,having a different political opinion,0
1167,27193,ignoring your manners and opening my own door,-1
1168,27205,not wanting to turn off my stream when my friends not talking at all because of it,-1
1169,29135,I'm so tired of illegal immigrants in America.,-1
1170,29140,"I hate spicy food, except I told my neighbour out of politeness I loved her spicy dish 3 years ago...",-1
1171,29136,I feel out of place in my country. I feel like I have no culture,0
1172,29142,"Every time I see a woman in a niqab or burqa, I like to imagine I’m Harry Potter confronting a Dementor and say: “Expecto Patronum!”",-1
1173,29134,I touched my brother’z body while he was asleep and I regret it all,-1
1174,29139,I'm done talking about politics with friends and family,0
1175,29141,Lights turning on upset me,0
1176,29138,I sneeze as violently as possible,-1
1177,27226,talking back to my coach,-1
1178,27232,lashing out at my girlfriend,-1
1179,27224,being amused at pissing off the religious guy,-1
1180,27225,debating breaking up with my bf because his health problems get in the way of our relationship,-1
1181,27227,asking my roommate to stop talking to his friends over his headset,-1
1182,27228,taking and using my guitar on public transportation,-1
1183,27229,not wanting to be seen w/ my gamer friends in public,-1
1184,27253,telling this girl she was the asshole,-1
1185,27255,"cutting through red carpets, film sets and fashion shoots on the streets of New York City when I'm late and they are on public streets/sidewalks/parks",0
1186,27251,"not wanting to talk to my mom while she's in the hospital after threatening suicide twice, reckless behavior, homeless and lost her car",-1
1187,27245,talking politics with a bumble match,-1
1188,27250,always reclining my seat on an airplane all the way,0
1189,27244,seldom sharing my feeling with my girlfriend,-1
1190,27248,talking back at my father,1
1191,29173,I might be expelled,-1
1192,29167,"I'm Catfishing My Husband's Ex, And It's Great",-1
1193,29168,I want a grilled cheese,0
1194,29165,parents at church complained about me,-1
1195,29171,My problem with my dad,-1
1196,29170,"I wanted to, when I turn 18, leave my family",0
1197,29172,Europe Needs To Deport Its Immigrant Population,-1
1198,27256,blocking a friend who I knew had anger management issues because I was tired of their aggressive behavior towards me,-1
1199,27260,making MIL leave our home while my fiance is away,-1
1200,27268,considering confronting a regular customer at a store I work for,-1
1201,27265,starting a dumpster fire at sister in laws house,-1
1202,27267,asking my friend to replace an item she broke a year ago,-1
1203,27263,reporting my bully to the police for smoking weed,-1
1204,29179,I beat up a criple,-1
1205,29187,My roommate keeps making out with this guy while I'm in the room.,-1
1206,29184,I'm easy and I hate myself.,-1
1207,29181,i Am a boy a love looking at girls clothes,-1
1208,29180,I'm not straight and I hate myself for it,-1
1209,29177,I’m a 28 year old married mother of 2 and I still sleep with a stuffed animal,0
1210,29186,I’ve done awful things to my cousins and more.,-1
1211,29178,Wearing lingerie underneath my clothes...,0
1212,27281,standing up for myself to my dad,-1
1213,27282,yelling at my teacher,-1
1214,27284,blocking insensitive aunt out of my life,-1
1215,27279,criticizing my step-dad for being a man-child,-1
1216,27285,not wanting to discuss politics with one specific friend,0
1217,27280,disliking my mother,-1
1218,27287,telling my mother to go mind her own business,-1
1219,27296,getting snappy with the front desk,-1
1220,27297,yelling at a customer,-1
1221,27291,kicking an Old Lady off a machine at the Gym,-1
1222,27289,"telling my work with all due respect, fire me then",-1
1223,27288,charging my parents more for looking after my foster sisterhood,-1
1224,27295,trying to prove my friend that he's contradicting himself in an argument,-1
1225,27294,calling out my Housemates arrogance,-1
1226,29206,I'm Canadian and don't own a single piece of Roots clothing,0
1227,29207,Our political climate makes me not want to date,0
1228,29203,I don’t feel loved by my husband,-1
1229,29202,I am ashamed of my parents. I am pray for my father's misfortune daily.,-1
1230,29204,İ think firefighters are overrated,-1
1231,29210,I drink chocolate milk really fast.,0
1232,29209,I'm just started living with hoarders... and its starting to get to me.,-1
1233,29211,I only play minecraft on christian servers.,0
1234,29216,So as a girl I usually order a salad on a date not because of my vanity but because its the cheapest thing on the menu,-1
1235,29217,"She called my crying the other night telling me she loved me, I told her I loved her too, but I wasn't ready to say those words again, I did it to make her feel better...",0
1236,29215,"When someone tells me it's my obligation to vote, I vote for the opposite of that person's political affiliation, just to spite them.",-1
1237,29214,"I support a womans right to choose, but abortion bothers me a lot.",-1
1238,29212,My mom doesn’t discipline my younger sister.,-1
1239,29218,I feel like I'm infinitely regressing,-1
1240,29213,I popped a cop’s tires and got away with it.,-1
1241,27299,telling my teacher that he's wrong and he should not teach us incorrect things,-1
1242,27303,wanting privacy or respect,1
1243,27302,arguing with my disabled mother,-1
1244,27305,telling a joke my friend didn't want me to,-1
1245,27301,feeling like my family isnt as supportive of me as they are of my brother,0
1246,27300,making my best friend upset after telling him what another friend said about him to me,-1
1247,27315,not wanting my grandmother's truck,-1
1248,27311,making a friend leave the restaurant,-1
1249,27312,being rude to my father about his cleaning manners,-1
1250,27310,yelling at my autistic friend,-1
1251,27307,not wanting to invite my parents to my wedding because I know they don't approve of our relationship because we're legally sisters,-1
1252,27309,snapping after 4 years at the Head of maintenance at my work and sarcastically apologizing for how his life turned out compared to what mine will be,-1
1253,27308,telling a customer service rep not to interrupt me,-1
1254,27314,swearing at my Aunt,-1
1255,27320,breaking up because my Girlfriend had an abortion,-1
1256,27317,pretending to be a girl,-1
1257,27321,telling my old art teacher to shut the f**k up,-1
1258,27319,not paying Attention in School,-1
1259,27316,not being able to stand my autistic coworker,-1
1260,27322,telling my dad to f*ck off,-1
1261,27318,insisting my husband take time off work,0
1262,27323,disregarding my dad,-1
1263,27326,still playing music moderately loud after my neighbor complained about my noise level,-1
1264,27325,talking to a guy my boyfriend doesn't want me to,-1
1265,27331,dating a man 28 years older than me? my parents are coming apart at the seams,-1
1266,27329,not wanting to talk to my mother after what she did,-1
1267,27328,telling my close friend that I'm getting an abortion,-1
1268,27324,calling my sister out for procrastinating,-1
1269,27330,returning the book that the author herself gave me,-1
1270,27327,cutting my older sister out of my life,-1
1271,27336,refusing to wear my wedding ring,-1
1272,27338,getting mad at my dad,-1
1273,27339,breaking up with my girlfriend because of her having an older friend,-1
1274,27335,getting mad at my gf for being distracted all the time,-1
1275,27334,being upset with my boyfriend for behaving in ways I don't think are appropriate around my 3-year-old son,1
1276,27333,scolding the entire class,-1
1277,27332,getting a group of old people kicked out of the gym,-1
1278,29250,My recent behaviors fit very well under the umbrella of psychopathy,-1
1279,29255,I don’t care about privacy.,-1
1280,29256,I didn't know who Michael Jackson was until after he died.,0
1281,29251,When I was a teenage girl I would mess with my boyfriends.,-1
1282,29249,Seeing woman going into the “lactation” room turns me on,-1
1283,29252,I have been up all night long viciously debating someone and.....,-1
1284,29254,I almost caused a new restaurant to shut down.,-1
1285,29253,I hate old people,-1
1286,29287,Cost of living vs comfort,0
1287,29279,I almost said REEE to my mother.,-1
1288,29280,I highly doubtful anyone will love me,-1
1289,29283,I drank a co-worker's Coke from the office fridge.,-1
1290,29281,I just beat up an old lady,-1
1291,29284,What have you been up to? Nice to see you!,1
1292,29285,This makes me mad,-1
1293,29286,I just refused to hug my molester in front of his adult child,-1
1294,27364,refusing to makeout with my boyfriend because he has pink eye,-1
1295,27358,not liking my parents in law to stay at the house for a week,-1
1296,27362,getting annoyed at my mum for not trying to learn the language of the country she has lived in for 20 years,-1
1297,27359,being bothered by my girlfriend's history,-1
1298,27357,thinking my Mom's being a selfish brat about her dog,-1
1299,27360,making a joke about Vegan Chili,0
1300,27363,snapping at my mom because I felt like she was ridiculing me,-1
1301,29293,"I think I would have been FRIENDS with Dzhokhar Tsarnaev if I had known him. Like, best friends. Sigh.",0
1302,29291,"I got someone expelled from the school and got them in a youth detention center, and i felt good that i did it.",-1
1303,29295,The reason no one has ever liked me.,0
1304,29294,I feel like an idiot,0
1305,29299,I have zero sympathy for college students who whine about debt,-1
1306,29302,I'm not interested in politics but I feel like I should be,0
1307,29300,I made a girl who had a crush on me drop out of school after calling her fat.,-1
1308,29307,"I Quit Facebook, And I feel more Free.",0
1309,29309,I find it hard to respect short men,-1
1310,29306,I have to get rid of it somewhere,-1
1311,29311,I feel like i'm too different from everyone else,0
1312,29305,Two years ago I destroyed my best friendship with a single sentence.,-1
1313,29308,I feel like I have a psychic gift and if I tell anyone about it I'm afraid they think I have schizophrenia.,-1
1314,29304,I'm almost an adult now and I still sleep with my childhood soft toys so I don't feel alone so sad isn't it;-;,0
1315,29332,Nice to meet you. Make yourself at home. I'm taking off my pants.,-1
1316,29321,Nothing to do with politics..... I just have a huge crush on Katherine Timpf. And I feel obligated to put it out there.,0
1317,29335,Everyone thinks I’m a vegan but I eat meat sometimes,0
1318,29327,I am wanted for 7 counts of unlawful yodelling in the country of Switzerland,0
1319,29334,You are a child molestor,-1
1320,29325,whats the calling out sick policy at starbucks?,0
1321,29329,I pay women to come to my home and drink with me. When they're comfortable I interview them about their lives. I try to get them to cry as it excites me.,-1
1322,29333,I look to my cats every time I hear I scary noise in my house,0
1323,27394,trying to get the guy I am seeing to try new foods,-1
1324,27395,following my neighbor on Twitch,0
1325,27392,hedging my bets with girls,0
1326,27393,hanging out with female friend soon after breakup,0
1327,27396,choosing a cheaper college that my parents think is not worth it,0
1328,27391,"apologizing to a friend for past behavior, only to be blocked",0
1329,27397,ignoring and blocking a christian boy for saying he believes homosexuality is wrong,-1
1330,27399,not talking to a good friend after learning their political stance,-1
1331,27403,not letting elderly people ahead of me at the pharmacy,-1
1332,27402,not letting my mom's boyfriend stay,-1
1333,27406,sending this text,0
1334,27404,arguing with my best mate's ladyfriend,-1
1335,27405,poking fun at my disabled friend,-1
1336,27401,giving an Ultimatum and then leaving,-1
1337,29356,I cannot create while sober.,0
1338,29349,"I'm a cashier and whenever I have a rude or attitudey customer I give them the dark oxidized pennies in their change, while new moms and nice customers get the new shiny pennies.",-1
1339,29355,I spoke under my breath a bit more loudly than I should have behind an annoying lady at Walgreens today.,-1
1340,29353,"Freshman in college, not enjoying it",0
1341,29348,nicotene is taking over my life,-1
1342,29354,I sleep with my feet hanging off the bed...,0
1343,29350,I just made thongs out of men bikini brief underwear. I'm a dude,-1
1344,29352,I feel like I am never going to experience being loved,-1
1345,29359,I find people who curse excessively to be utterly obnoxious tbh.,-1
1346,29366,I lie about my ethnicity,-1
1347,29368,I personally believe AOC should be deported to a 3rd world country so she can experience communism first hand,-1
1348,29358,"Most people think I'm a sheltered and innocent woman, I actually live in my boyfriends harem with his other girlfriends.",-1
1349,29361,I was quite sick a couple of days ago and I was lying in bed with my dogs. I was feeling down so I thought fake crying would get my dogs attention for them to comfort me but they ignored me since they were asleep. I cried,-1
1350,29372,I pick my nose all the time.,-1
1351,29377,I was in prison for two days for assault. Got released early for 'good behavior' and can't wait to share my tale! Best. Birthday. EVER!,-1
1352,29375,"As their nanny, I took “help yourself to whatever we have in our fridge” a little too literally. I ate their sushi.",-1
1353,29373,I purposely try to oppose and stick out from everyone purposely and i dont even know why.,-1
1354,29370,If i'm ever scared of a character like The Babadook or Eyeless Jack I look up Rule 34 of it to not be scared anymore,0
1355,29371,I am a liar and a terrible person.,-1
1356,29369,The only reason why i wasn’t able to give my ex a bj is because he smelled,1
1357,29376,I broke into a dead man's house,-1
1358,29388,I just sharted myself,-1
1359,29379,It's been a whole year since I had a drink,-1
1360,29389,Drug free for 7 months now.,-1
1361,29385,I feel like I may be contributing to ruining my co-worker's life,-1
1362,29386,I lost all respect for my boss because I found out he watches anime,-1
1363,29380,Betrayed by my emotions + bfs politics + his mother???,-1
1364,29393,I enjoy watching my abusive ex’s life fall apart,0
1365,29395,I barely taught my dog not to beg but my gf and I let her eat with us constantly.,0
1366,29401,"Although I should feel my baby and feel comfort, I just feel alone.",0
1367,29399,i ate my fiance's crackers...,-1
1368,29394,I can't sleep without a lamp on.,0
1369,29400,I touched my friend when we were camping,-1
1370,29396,I am convinced depression is not a real thing and I instantly lose al respect for people who claim to have it,0
1371,27451,not lending my co-worker money to go to his grandmother's funeral in India,-1
1372,27452,treating my mother with zero respect,-1
1373,27447,not spending Christmas with my mother and sister,-1
1374,27456,not keeping my husband undisturbed while he works from home,-1
1375,27445,being civil to my friend's ex,0
1376,27450,not formally asking my bf to a dance,-1
1377,27448,telling her she should respect me more,1
1378,29411,My dog is terrified after seeing something in the field,0
1379,29402,I was a bully in high school. I am now a cop and get to do what I love to taxpayers on a daily basis.,-1
1380,29406,Only when my wife and family are out of town do I leave the toilet seat up,0
1381,29403,i snort my wellbutrin and take double the amount of lexapro i should.,-1
1382,29405,I’m tired of being insecure and jealous.,-1
1383,29407,"Whenever I'm alone and I sneeze, I say thank you afterwards just to feel like somebody is there and polite enough to say bless you.",-1
1384,29404,Everyday is my cheat day,-1
1385,29410,I always say “Thank you” to Alexa... just in case.,1
1386,27462,being upset about how my dad uses his battle buddies death for favors,-1
1387,27464,wanting my collegue to stop eating in the workspace,-1
1388,27459,explaining that my bf son shouldn't wear a cub scout hat when he's not and has never been a scout,-1
1389,27458,not wanting my uncle sleep on my bedroom,0
1390,27461,not watching my neighbor's kids for free,-1
1391,27463,kinda blackmailing my teacher,-1
1392,27460,getting in Heated Argument with elderly parents,-1
1393,27457,trying to fit in to my new work environment,1
1394,29429,I thought Obama was dead,0
1395,29425,I have been obsessively stalking a girl for about three years now.,-1
1396,29423,I recently realised that I'm a terrible person,-1
1397,29422,I'm proud to be a Non-Voter,-1
1398,29424,I hate one of my classmates even though she likes me.,-1
1399,29428,I knew a girl a year ago who was far too hot for me yet for some reason we hooked up.  I saw her tonight.  She must have gained 25 pounds.  I pretended I didn't recognize her despite her shouting my name and walked away.  I feel bad for being this way but I don't feel bad for not being with her.,-1
1400,29426,My grandfather was a good man,1
1401,27470,giving a woman a taste of her own behavior,-1
1402,27469,disliking an autistic person,-1
1403,27467,turning down a girl,0
1404,27465,reclining my seat in an airplane,0
1405,27468,slapping my friend,-1
1406,27474,filing multiple noise complaints on my neighbor because of the yelling of their intellectually disabled child,-1
1407,27466,writing a negative review after the server was a creep towards my pretty cousin,-1
1408,27473,questioning my SO's wording choices,0
1409,27497,refusing to move my buggy and giving a middle aged couple the middle finger,-1
1410,27493,"being angry at my boyfriends cousin, who has down syndrome, for being all over my dog",-1
1411,27498,leaving my maid-of-honor seat next to the bride at her wedding,0
1412,27499,blaming my father for my brother's behavior,-1
1413,27501,telling my friend to leave me alone even though I owe him a video,-1
1414,27495,shaming my autistic professor for being honest,-1
1415,27494,telling my mother a present sue bought for my sister is too cheap,-1
1416,27496,having sex in my Friends Bed and leaving her House Messy,-1
1417,29459,I eat my son's snot.,-1
1418,29463,I developed a stealing obsession,-1
1419,29464,I really hate my principle.,-1
1420,29460,"I don't think there is anything unique about myself at all, I truly believe I will leave nothing to be remembered by, and that is terrifying.",-1
1421,29466,I get really annoyed by Vegans,-1
1422,29468,I’m absolutely terrified if intimacy,-1
1423,29467,"Yesterday, I had to stop myself from destroying a vegan in public.",-1
1424,27502,wanting a prenup strictly towards my government retirement,0
1425,27505,not getting rid of a pet my partner doesn' t like,-1
1426,27506,filing a formal complaint against another student,0
1427,27508,not being comfortable around a person who I believe has a crush on me,0
1428,27504,not buying something after I agreed to buy it,-1
1429,27515,making a meme page about my teacher who's husband died a few years back,-1
1430,27512,refusing to let my mom send me abroad for a year,-1
1431,27514,asking my boyfriend to make out with a girl,-1
1432,29473,I sometimes make random Star Wars noises without thinking ...,0
1433,29476,Football? No thank you,0
1434,29469,"Honestly, I just really need a hug.",0
1435,29472,My girlfriends parents are becoming the reason why I really want to leave,-1
1436,29470,Recorded my math teacher slacking off and used it against the whole school.,-1
1437,29471,I might have handed my friend keys to another Xanax addiction,-1
1438,29474,I stole a single strawberry,-1
1439,29475,I read my little sisters diary to a group of my friends,-1
1440,27533,sleeping with a married woman,-1
1441,27530,breaking up out of fear and confusion,-1
1442,27528,wanting my gf to get a career,-1
1443,27534,not feeling comfortable with my long distance girlfriend hanging out 1 on 1 in her apartment with another guy at night,-1
1444,27531,not letting my dad use my car to pick up my uncle from the airport after a snowstorm,-1
1445,27532,being upset that my friend posted a picture with my ex,-1
1446,27529,telling a regular customer that he smells bad,-1
1447,27527,"letting my bestfriend sleepover, even though my girlfriend doesn't like her",-1
1448,27540,being short with my mom,-1
1449,27541,yelling at my aunt for telling my family I was in therapy,-1
1450,27539,using the handicap toilets when I am not handicapted,-1
1451,27542,insisting on living in the two bedroom my parents' have bought alone,-1
1452,27543,calling someone out on this (in my opinion) toxic behaviour,0
1453,27544,"taking my friend's idea, applying it to a meme, and posting it on reddit for karma",-1
1454,29496,My boyfriend is garbage,-1
1455,29497,justin trudeau is my idol,0
1456,29495,I wanna play dungeons and dragons so bad but I'm not much of the nerd type at all,0
1457,29498,I hate my best friend.,-1
1458,27551,telling my mother in-law to GTFO,-1
1459,27548,calling the cops on my neighbors,-1
1460,27546,breaking up with my girlfriend of on-off 3 years because she wants to wait until marriage to have sex,-1
1461,27545,thinking my coworkers are assholes,-1
1462,27552,cooking meat in the dorm room me and my vegetarian roommate share,-1
1463,27549,accidentally making my gf cry,-1
1464,27550,reprimanding my Mother in Law,-1
1465,27553,not helping out a disabled family member,-1
1466,29506,I love to be dressed as a girl &amp; be with men...,-1
1467,29499,I slammed my girlfriend's head against the wall last night. I'm just tired of her scoping guys out. I've had it.,-1
1468,29505,Whenever I do something it has to be an EVEN number,0
1469,29504,my crush rejected me so now im outside her house,-1
1470,29507,Talking to people is not in my comfort zone,-1
1471,29500,Whenever I get a rude customer I process their transaction as slow as I possibly can.,-1
1472,29503,I hate how my mom sometimes treats me as a friend,-1
1473,29512,i miss you. there i said it.,0
1474,29521,Why Do Liberals Love NlGGERS So Much?,-1
1475,29514,My ex goes out of his way to try and ruin my life.,0
1476,29510,I'm fighting in the war against the libs,0
1477,29513,I am getting desperate for love.,0
1478,29515,"I have a crush on a girl in my political science class, but she's the ex of my ex and I think she hates me. help me.",0
1479,29520,So she'll feel her absolute worst,-1
1480,27583,telling my mum to stop giving out her number,1
1481,27584,saying texting the word hell to a girl who turned out to be a full on Christian,-1
1482,27580,not appreciating my mom,-1
1483,27581,going through my husband's emails to get the truth about what he was saying to me to my business partners,-1
1484,27582,wanting to close and lock the window,-1
1485,27579,telling my boyfriend that his best friend is a creep,-1
1486,27586,politely telling a fellow group chat member not to preach to me,1
1487,27585,skinny shaming a co-worker,-1
1488,29533,"Offer Support, Not Criticism, to Avoid Confrontation With Strangers",0
1489,29534,Old Fashioned Table Manners Should Still Be in Style Today,0
1490,29532,Better To Send Late Thank-Yous Than Never,1
1491,29536,Lack Of A Gift Shows Lack Of Manners,-1
